rownumber,id,name,address,license desc,business desc,lat,lon,the_geom,state,county,tract,block,geoid,name,tract_block
7462,2002787-20160916,"GIRIRAJ, INC.",3214 N KIMBALL AVE 1 B,Package Goods,Retail Sales of Packaged Liquor,41.939731753000004,-87.712665378,"MULTIPOLYGON (((-87.56016300003886 41.75135799960078, -87.55955199974802 41.75136800032959, -87.55953199997268 41.750002000660864, -87.55989799943443 41.749997000158615, -87.56014200025167 41.74999400018378, -87.56014699937579 41.75035699999914, -87.56016300003886 41.75135799960078)))",17,31,460302,1008,170000000000000.0,Block 1008,4603021008
7723,22920-20161016,NIGHT BEFORE INC.,6412 N CLARK ST,Tavern,Tavern - Consumption of Liquor on Premise,41.998426386,-87.67087163,"MULTIPOLYGON (((-87.66313600025202 41.76400799991809, -87.663144000483 41.76445999981313, -87.66239699930567 41.76447599971974, -87.66218600001481 41.7644769993215, -87.66217899957141 41.76420399928943, -87.6621750004563 41.76402300015972, -87.66249099967831 41.76401800027603, -87.66313600025202 41.76400799991809)))",17,31,671900,1006,170000000000000.0,Block 1006,6719001006
7936,1531-20151216,MARIE'S LIQUORS INC.,4127-4129 W LAWRENCE AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.968090258000004,-87.731668086,"MULTIPOLYGON (((-87.77644399956802 41.94439899930971, -87.77401399984443 41.94442700002505, -87.77400499937418 41.94419800056497, -87.77400299946409 41.94415099973432, -87.77399600018111 41.9439689993007, -87.77448199981318 41.94396299999339, -87.77594199955666 41.94394699998066, -87.77642900048555 41.943943000533245, -87.776433999986 41.94412499923079, -87.77643600073851 41.94417099975529, -87.77644399956802 41.94439899930971)))",17,31,151200,3006,170000000000000.0,Block 3006,1512003006
8975,2177495-20160916,"SAMI BROTHERS, INC.",124 W 95TH ST,Package Goods,Retail Sales of Packaged Liquor,41.721786288000004,-87.62739191,"MULTIPOLYGON (((-87.6621779991394 41.748551000219926, -87.6619349997942 41.74855400039267, -87.66157299908745 41.74856000034129, -87.66152199956001 41.746785000357114, -87.66151700004424 41.746741000159666, -87.661887999429 41.74673600013778, -87.66213100033333 41.74673300006219, -87.66213999934054 41.74709600013935, -87.66216800032002 41.74818700039663, -87.6621779991394 41.748551000219926)))",17,31,710600,2007,170000000000000.0,Block 2007,7106002007
9785,2476658-20160902,BLUE PLATE CATERING LTD.,333 N OGDEN AVE 1,Caterer's Liquor License,Catering of Liquor To Events,41.88737641,-87.66144306,"MULTIPOLYGON (((-87.63913700050274 41.666921999987075, -87.63889500029484 41.666923999993045, -87.63853599982541 41.66692899999657, -87.63853300061812 41.66675999974867, -87.63848600024362 41.66552399951815, -87.63847900027022 41.665112000154785, -87.63883300033346 41.665106000393564, -87.6390739994613 41.665103000446784, -87.63908599999333 41.665465999229276, -87.6391240004476 41.66655799944948, -87.63913700050274 41.666921999987075)))",17,31,530503,2037,170000000000000.0,Block 2037,5305032037
10187,2333154-20161016,RED LOBSTER HOSPITALITY LLC,5201 S PULASKI RD 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.798509948,-87.723165423,"MULTIPOLYGON (((-87.59372300013219 41.754107999883196, -87.59373099935884 41.75422700051277, -87.59373100035015 41.7543970000095, -87.59374500000177 41.754488000278435, -87.59377499944375 41.75454700033418, -87.59382200046926 41.75459199938733, -87.59427500004954 41.754898000267076, -87.59435700029186 41.754938999744745, -87.59435800038213 41.755045000033476, -87.59435899940972 41.75508599980124, -87.59433599977959 41.75518399999513, -87.59431399928043 41.75528200030679, -87.59433599940084 41.75537700002588, -87.59434900014 41.75559500020414, -87.59435199914118 41.75560399967266, -87.5943590005003 41.75562299995936, -87.59442200044685 41.755727999834534, -87.59408099934927 41.75544400023129, -87.59306100064715 41.75459399994576, -87.59272199957638 41.75431100045488, -87.59291999982875 41.754154000692495, -87.59306900028277 41.754037000263814, -87.59317199973735 41.75409400021366, -87.59322699987759 41.75410599976324, -87.59358599991481 41.75410599963773, -87.59372300013219 41.754107999883196)))",17,31,834300,2011,170000000000000.0,Block 2011,8343002011
10497,2368684-20160916,"LITTLE GEM HOSPITALITY GROUP, INC",621-623 W RANDOLPH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.884320093,-87.643689723,"MULTIPOLYGON (((-87.68740099947237 41.959060000202605, -87.68679299989725 41.959064999530206, -87.68618799994252 41.95907299983825, -87.68617500029498 41.958647999947594, -87.68616899932842 41.95842899972324, -87.68641099993323 41.95842599971562, -87.68713700040736 41.95841700022536, -87.68728300008561 41.95841600052706, -87.68732599952556 41.95842699962258, -87.68737100058806 41.95845300044819, -87.6873829995935 41.95847300035167, -87.68739099987353 41.95851199991473, -87.68739299966276 41.95866000010274, -87.68740099947237 41.959060000202605)))",17,31,50200,3003,170000000000000.0,Block 3003,502003003
11456,2476243-20160902,"KHLOE MINI MART, INC.",5927 W GRAND AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,41.92021678,-87.77435210799999,"MULTIPOLYGON (((-87.7648099996852 41.96142499961125, -87.76480300031442 41.961242000723445, -87.76480199940775 41.961198000224755, -87.7647940008324 41.96097000057019, -87.76666999946367 41.96094700033021, -87.76668200052293 41.96136199932672, -87.76666999943852 41.96140199939104, -87.76573999949895 41.96141400025043, -87.76530200011779 41.96141900063331, -87.7648099996852 41.96142499961125)))",17,31,150300,6008,170000000000000.0,Block 6008,1503006008
12638,2464704-20160902,KEYSTONE WINE AND SPIRITS,1765 N ELSTON AVE  107 - 108,Package Goods,Retail Sales of Packaged Liquor,41.914742609,-87.66497832700001,"MULTIPOLYGON (((-87.63248000034363 41.798185000545374, -87.63215700044215 41.79819100029121, -87.63192299999274 41.79819599937619, -87.63191500018581 41.79804800000444, -87.6319030004829 41.79757299944415, -87.63187000084933 41.79620599950045, -87.63185499943957 41.79570300017106, -87.63184400044307 41.79528799968399, -87.63181499940389 41.7951630002692, -87.63236799991078 41.79512800019236, -87.63239700022092 41.79572399960918, -87.63241799967652 41.79664299963553, -87.63245700003134 41.79784000065399, -87.63246799982888 41.79814399997763, -87.63248000034363 41.798185000545374)))",17,31,835600,2024,170000000000000.0,Block 2024,8356002024
13407,2354689-20170216,"SIDE BY SIDE, INC.",3345-3355 N HALSTED ST 1ST & 2ND,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.943132595,-87.649217665,"MULTIPOLYGON (((-87.60431899976014 41.78089599932613, -87.60433900020325 41.78189799996979, -87.60434699986266 41.78226499940948, -87.60428400041289 41.78227999929691, -87.60418700030297 41.782280999820436, -87.60370300057221 41.78228599946254, -87.60354199943315 41.78228899959146, -87.60351299997764 41.780905999677145, -87.60431899976014 41.78089599932613)))",17,31,420400,1010,170000000000000.0,Block 1010,4204001010
13412,2084799-20161016,I. S. FOOD & LIQUOR INC.,1025 W 63RD ST 1ST,Package Goods,Retail Sales of Packaged Liquor,41.779552521999996,-87.65079461100001,"MULTIPOLYGON (((-87.60764700032588 41.75078999988837, -87.60704599903325 41.75079900007043, -87.6070050005954 41.74942700013655, -87.60736799951478 41.749419999885795, -87.60761100072344 41.749417000807945, -87.60761999962402 41.74978199970052, -87.60764700032588 41.75078999988837)))",17,31,440201,1003,170000000000000.0,Block 1003,4402011003
13444,2469170-20160906,"FOOD FOR THOUGHT CATERING PROFESSIONALS, LTD.",130 E RANDOLPH ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.884588371999996,-87.62327256100001,"MULTIPOLYGON (((-87.68492100040147 41.83748100015682, -87.68496299952982 41.837467000042146, -87.68509200001762 41.83742900059506, -87.6851360003345 41.83741699967987, -87.6851570004495 41.837507000844376, -87.68518600051854 41.837631999561424, -87.68521999951865 41.837778000084754, -87.68523600027642 41.83784600002496, -87.68524199990854 41.83786899995661, -87.68519999983337 41.83788199988003, -87.68507500028176 41.83792299947649, -87.6850340001631 41.8379369998673, -87.68502700028135 41.83791100062209, -87.68501000073024 41.837845000091214, -87.68497399896906 41.8376959999475, -87.68494300027062 41.83757200008693, -87.68492100040147 41.83748100015682)))",17,31,841300,2024,170000000000000.0,Block 2024,8413002024
13453,2321100-20161016,"CHICAGO FOOD PARTNERS, LLC",301 S COLUMBUS DR,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.878269919,-87.620528612,"MULTIPOLYGON (((-87.64972400001602 41.78286499920109, -87.64972599980184 41.782950000192166, -87.64973699945455 41.783314999668676, -87.64949299982723 41.783317999764854, -87.64912900032449 41.783323000191714, -87.6490810002872 41.78150800012867, -87.64941800017735 41.781503999665446, -87.6494469993763 41.781501999739795, -87.64969100030565 41.78149200036947, -87.64969899936031 41.78185599979614, -87.64972400001602 41.78286499920109)))",17,31,834800,2014,170000000000000.0,Block 2014,8348002014
13459,2368751-20160906,"DANTE'S PIZZERIA, INC.",2825 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.93257875,-87.71292791100001,"MULTIPOLYGON (((-87.648860999837 41.779948000159216, -87.64862900010247 41.78016499998945, -87.64841800020342 41.78036400036968, -87.64841399921532 41.780226000524614, -87.64840799984881 41.78001400018451, -87.64841400034834 41.77981500049534, -87.64841700015914 41.77973600040841, -87.64860200050806 41.77987099969239, -87.64864599979948 41.77988700015842, -87.648860999837 41.779948000159216)))",17,31,834800,2017,170000000000000.0,Block 2017,8348002017
13501,1991086-20150616,"CARNITAS DON RAFA, INC.",4619 S KEDZIE AVE 1ST,Caterer's Liquor License,Catering of Liquor To Events,41.8093419,-87.703876719,"MULTIPOLYGON (((-87.67882900060602 41.93547500044724, -87.67944399957844 41.93549700008232, -87.6794449998311 41.93555099963616, -87.6794569998033 41.93591599984997, -87.67921200018421 41.935917999483074, -87.67883599925983 41.935922999998866, -87.67882900060602 41.93547500044724)))",17,31,51400,2001,170000000000000.0,Block 2001,514002001
13615,17304-20160916,"TOP-LESS LIQUORS, INC.",916 S WESTERN AVE  1,Package Goods,Retail Sales of Packaged Liquor,41.869696759,-87.686270566,"MULTIPOLYGON (((-87.73461100037733 41.8548940003256, -87.73409700093 41.85489999993976, -87.73400899994081 41.85490200050998, -87.73399999993318 41.85473899985735, -87.7339819992374 41.854280999642235, -87.73459300026133 41.85427200030999, -87.73455899952924 41.854423000226305, -87.73459299960687 41.85473600013784, -87.73461100037733 41.8548940003256)))",17,31,292500,4019,170000000000000.0,Block 4019,2925004019
13623,1247749-20160916,"JDJG, INC.",35 E WACKER DR,Package Goods,Retail Sales of Packaged Liquor,41.886831512,-87.626556085,"MULTIPOLYGON (((-87.54073199971168 41.70639400033443, -87.54036600032644 41.70639399995224, -87.54012299957775 41.70639400024208, -87.54012099993753 41.70603099972469, -87.54011899970686 41.70511899964888, -87.54011599936639 41.70494199952617, -87.54011100053515 41.70458000013079, -87.5403559996937 41.70458000013859, -87.54073200006025 41.70458200079789, -87.54073299978448 41.704801999375185, -87.54073199971168 41.70639400033443)))",17,31,520300,1011,170000000000000.0,Block 1011,5203001011
13664,8019-20160916,AHMAD KESHTA,2300 W 21ST ST,Package Goods,Retail Sales of Packaged Liquor,41.854004778000004,-87.68336292299999,"MULTIPOLYGON (((-87.7333559999765 41.78582799976384, -87.73329700015144 41.78400800034067, -87.73366800005651 41.78400300023368, -87.73391200032964 41.78400099990913, -87.73392300093195 41.78436500065481, -87.7339559997575 41.785457000032494, -87.73396799924191 41.78582100049232, -87.7337230008129 41.78582300021799, -87.7333559999765 41.78582799976384)))",17,31,650200,4004,170000000000000.0,Block 4004,6502004004
13690,57161-20150616,"CARNITAS DON RAFA, INC.",4619 S KEDZIE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.8093419,-87.703876719,"MULTIPOLYGON (((-87.71016100055414 41.93133799965265, -87.70994599985761 41.93153300002546, -87.70987100008473 41.93161500037399, -87.7098580007384 41.93168500007895, -87.70985999955462 41.93173999972931, -87.70986199975829 41.9317669999013, -87.70965700048988 41.93171199977826, -87.70924400021036 41.931465999276455, -87.70957999996793 41.931158999710526, -87.7097520004444 41.93108799998097, -87.70963699961 41.93101300056096, -87.70922700055087 41.93077400016843, -87.7094220001855 41.93059599968384, -87.70946099987582 41.930558999885626, -87.7096169998318 41.93041900003279, -87.71054499956703 41.93098499948622, -87.71035299934148 41.93116199986503, -87.71035199980538 41.93116199984381, -87.71016100055414 41.93133799965265)))",17,31,220602,3003,170000000000000.0,Block 3003,2206023003
13926,33040-20160916,"BOONE'S OPPORTUNITY, INC.",200 N DEARBORN ST  1,Package Goods,Retail Sales of Packaged Liquor,41.885796312,-87.629646154,"MULTIPOLYGON (((-87.62988299963071 41.72117699998752, -87.62985600057739 41.72018500064831, -87.62985100037194 41.719970000652204, -87.62983999977159 41.71982199970372, -87.63008300036189 41.719817999406494, -87.63044700048405 41.71981400049733, -87.63045899960281 41.71992199977045, -87.63049500048125 41.72116899964686, -87.62988299963071 41.72117699998752)))",17,31,490600,1020,170000000000000.0,Block 1020,4906001020
13968,1223191-20161016,FIELD MUSEUM OF NATURAL HISTORY,1400 S LAKE SHORE DR,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.86403564,-87.619297069,"MULTIPOLYGON (((-87.71961199951146 41.973321999871175, -87.71902499951376 41.97332499965477, -87.71900599994375 41.97330900000033, -87.71896400084526 41.97211299954964, -87.7189749998417 41.97198600054323, -87.71927600032583 41.97198200008978, -87.71933100022925 41.97198099958931, -87.71957599934265 41.97197699953101, -87.71958500026513 41.97231500011331, -87.71959399990759 41.97264999987599, -87.71961199951146 41.973321999871175)))",17,31,140302,2006,170000000000000.0,Block 2006,1403022006
14028,6214-20161016,FIELD MUSEUM OF NATURAL HISTORY,1400 S LAKE SHORE DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.86403564,-87.619297069,"MULTIPOLYGON (((-87.60522900034661 41.77678599956096, -87.60521899926876 41.77681999933802, -87.60521999998439 41.77692400037785, -87.60526299993667 41.778556000093346, -87.60524100035899 41.778602000289474, -87.60488599944034 41.778606000126054, -87.6046360004043 41.778609000177646, -87.60466899988414 41.77855199999604, -87.60465800051175 41.77843400076043, -87.60465800038129 41.7784269995948, -87.60464500043186 41.77788200032199, -87.6046410002067 41.77769899927085, -87.60463699947809 41.77751700030654, -87.60462600036453 41.77698599976471, -87.6046239997908 41.77697200004804, -87.60461499988536 41.77684900027839, -87.60462300037234 41.776791999980375, -87.6048679994703 41.77678899975315, -87.60522900034661 41.77678599956096)))",17,31,420800,1015,170000000000000.0,Block 1015,4208001015
14037,2299460-20160916,LA RIPA OPERATIONS LLC,819 W ARMITAGE AVE 1ST & 2ND,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.918057577,-87.649324568,"MULTIPOLYGON (((-87.66498699960574 41.763076000243345, -87.66473599981462 41.763077999927, -87.6643759996547 41.76308199980581, -87.66436699950833 41.76298500031894, -87.66434199977117 41.76151399976992, -87.66433300055668 41.761264000367156, -87.66468499977576 41.76125999996114, -87.66493500040103 41.761257999966986, -87.66494499982934 41.76162100026138, -87.66497600005307 41.76271200022819, -87.66498699960574 41.763076000243345)))",17,31,672000,1007,170000000000000.0,Block 1007,6720001007
