census_block,max_age,Primary_Type,year,crimes_no
312004,25-44,SEX OFFENSE,2015,1
312004,25-44,THEFT,2015,1
313001,65+,BURGLARY,2015,2
313001,65+,NARCOTICS,2015,1
313001,65+,OTHER OFFENSE,2015,1
313001,65+,THEFT,2015,1
313002,25-44,ASSAULT,2015,1
313002,25-44,OTHER OFFENSE,2015,1
313002,25-44,THEFT,2015,1
313003,45-64,ASSAULT,2015,1
313003,45-64,BATTERY,2015,1
313004,25-44,BATTERY,2015,1
313004,25-44,CRIMINAL DAMAGE,2015,1
313004,25-44,DECEPTIVE PRACTICE,2015,1
313005,25-44,THEFT,2015,1
314002,25-44,BATTERY,2015,1
314002,25-44,DECEPTIVE PRACTICE,2015,1
314002,25-44,NARCOTICS,2015,1
314003,25-44,BATTERY,2015,2
314003,25-44,NARCOTICS,2015,1
314004,65+,ASSAULT,2015,1
314004,65+,PROSTITUTION,2015,1
314004,65+,THEFT,2015,3
314005,25-44,BATTERY,2015,2
314005,25-44,THEFT,2015,1
314006,45-64,BATTERY,2015,1
314006,45-64,DECEPTIVE PRACTICE,2015,1
314006,45-64,THEFT,2015,2
314006,45-64,WEAPONS VIOLATION,2015,1
315011,65+,BATTERY,2015,1
315011,65+,CRIMINAL DAMAGE,2015,1
315011,65+,THEFT,2015,2
315012,25-44,ASSAULT,2015,1
315012,25-44,CRIMINAL DAMAGE,2015,1
315013,25-44,CRIMINAL DAMAGE,2015,1
315013,25-44,INTERFERENCE WITH PUBLIC OFFICER,2015,1
315013,25-44,OTHER OFFENSE,2015,1
315021,25-44,BATTERY,2015,3
315021,25-44,MOTOR VEHICLE THEFT,2015,1
315021,25-44,PUBLIC PEACE VIOLATION,2015,1
315023,45-64,MOTOR VEHICLE THEFT,2015,1
317001,25-44,BATTERY,2015,1
317001,25-44,CRIMINAL DAMAGE,2015,1
317001,25-44,NARCOTICS,2015,1
317001,25-44,PUBLIC PEACE VIOLATION,2015,1
317001,25-44,THEFT,2015,1
317002,25-44,ASSAULT,2015,1
317002,25-44,CRIMINAL DAMAGE,2015,1
317002,25-44,MOTOR VEHICLE THEFT,2015,1
317002,25-44,NARCOTICS,2015,1
317002,25-44,THEFT,2015,1
317002,25-44,WEAPONS VIOLATION,2015,1
317003,25-44,BATTERY,2015,1
317003,25-44,CRIMINAL DAMAGE,2015,1
317003,25-44,CRIMINAL TRESPASS,2015,1
317003,25-44,DECEPTIVE PRACTICE,2015,1
317004,25-44,ASSAULT,2015,1
317004,25-44,BATTERY,2015,1
317004,25-44,PUBLIC PEACE VIOLATION,2015,1
317004,25-44,THEFT,2015,1
318001,25-44,BATTERY,2015,1
318001,25-44,CRIMINAL DAMAGE,2015,1
318001,25-44,DECEPTIVE PRACTICE,2015,2
318001,25-44,NARCOTICS,2015,1
318001,25-44,OFFENSE INVOLVING CHILDREN,2015,1
318001,25-44,OTHER OFFENSE,2015,1
318001,25-44,ROBBERY,2015,1
319001,25-44,ASSAULT,2015,1
319001,25-44,BATTERY,2015,1
319001,25-44,BURGLARY,2015,1
319001,25-44,CRIMINAL DAMAGE,2015,1
319001,25-44,OTHER OFFENSE,2015,1
319001,25-44,THEFT,2015,1
319002,25-44,ASSAULT,2015,1
319002,25-44,CRIMINAL DAMAGE,2015,2
319002,25-44,DECEPTIVE PRACTICE,2015,1
319002,25-44,PUBLIC PEACE VIOLATION,2015,1
319002,25-44,THEFT,2015,2
321001,25-44,CRIMINAL DAMAGE,2015,1
321001,25-44,NARCOTICS,2015,1
321001,25-44,OTHER OFFENSE,2015,1
321002,25-44,CRIMINAL DAMAGE,2015,1
321002,25-44,THEFT,2014,1
321002,25-44,THEFT,2015,2
321003,25-44,NARCOTICS,2015,1
321003,25-44,OTHER OFFENSE,2014,1
321003,25-44,PUBLIC PEACE VIOLATION,2015,1
321004,25-44,CRIMINAL DAMAGE,2015,1
321005,25-44,BATTERY,2015,1
321005,25-44,BURGLARY,2015,1
321005,25-44,CRIMINAL TRESPASS,2015,1
321005,25-44,THEFT,2015,1
401001,45-64,ASSAULT,2015,1
401001,45-64,BATTERY,2015,1
401001,45-64,BURGLARY,2015,1
401001,45-64,CRIMINAL DAMAGE,2015,4
401001,45-64,INTERFERENCE WITH PUBLIC OFFICER,2015,1
401001,45-64,MOTOR VEHICLE THEFT,2015,2
401001,45-64,NARCOTICS,2015,1
401001,45-64,OFFENSE INVOLVING CHILDREN,2015,1
401001,45-64,OTHER OFFENSE,2015,1
401001,45-64,THEFT,2015,5
401002,25-44,ASSAULT,2015,1
401002,25-44,CRIM SEXUAL ASSAULT,2015,1
401002,25-44,CRIMINAL DAMAGE,2015,1
401002,25-44,CRIMINAL TRESPASS,2015,1
401002,25-44,DECEPTIVE PRACTICE,2015,1
401002,25-44,NARCOTICS,2015,1
401002,25-44,OTHER OFFENSE,2015,1
401002,25-44,ROBBERY,2015,2
401002,25-44,THEFT,2015,2
401003,45-64,ASSAULT,2015,1
401003,45-64,BATTERY,2015,2
401003,45-64,BATTERY,2018,1
401003,45-64,CRIMINAL DAMAGE,2015,1
401003,45-64,NARCOTICS,2015,2
401003,45-64,OTHER OFFENSE,2015,2
401003,45-64,ROBBERY,2015,1
401003,45-64,THEFT,2015,1
402011,25-44,ASSAULT,2015,2
402011,25-44,BATTERY,2015,2
402011,25-44,CRIM SEXUAL ASSAULT,2015,1
402011,25-44,CRIMINAL DAMAGE,2015,2
402011,25-44,DECEPTIVE PRACTICE,2015,1
402011,25-44,INTERFERENCE WITH PUBLIC OFFICER,2015,2
402011,25-44,OTHER OFFENSE,2015,2
402011,25-44,PUBLIC PEACE VIOLATION,2015,1
402011,25-44,ROBBERY,2015,1
402011,25-44,THEFT,2015,1
402012,25-44,BATTERY,2015,1
402012,25-44,CRIMINAL DAMAGE,2015,2
402012,25-44,DECEPTIVE PRACTICE,2015,2
402012,25-44,NARCOTICS,2015,2
402012,25-44,THEFT,2015,3
402013,25-44,BATTERY,2015,1
402013,25-44,CRIMINAL DAMAGE,2015,2
402013,25-44,DECEPTIVE PRACTICE,2014,1
402013,25-44,DECEPTIVE PRACTICE,2015,1
402013,25-44,NARCOTICS,2015,2
402013,25-44,THEFT,2015,2
402014,25-44,BURGLARY,2015,1
402014,25-44,CRIMINAL DAMAGE,2015,1
402014,25-44,OFFENSE INVOLVING CHILDREN,2015,1
402014,25-44,ROBBERY,2015,1
402014,25-44,WEAPONS VIOLATION,2015,1
402021,25-44,ASSAULT,2015,1
402021,25-44,BATTERY,2015,1
402021,25-44,CRIMINAL DAMAGE,2015,1
402021,25-44,CRIMINAL TRESPASS,2015,1
402021,25-44,LIQUOR LAW VIOLATION,2015,1
402021,25-44,MOTOR VEHICLE THEFT,2015,1
402021,25-44,THEFT,2015,2
402022,25-44,BATTERY,2015,3
402022,25-44,CRIMINAL DAMAGE,2015,1
402022,25-44,DECEPTIVE PRACTICE,2015,2
402022,25-44,MOTOR VEHICLE THEFT,2015,1
402022,25-44,NARCOTICS,2015,1
402022,25-44,PUBLIC PEACE VIOLATION,2015,1
402022,25-44,ROBBERY,2015,1
402022,25-44,THEFT,2015,2
402023,45-64,ARSON,2015,1
402023,45-64,BATTERY,2015,1
402023,45-64,BURGLARY,2015,1
402023,45-64,CRIMINAL DAMAGE,2015,2
402023,45-64,NARCOTICS,2015,2
402023,45-64,THEFT,2015,2
402024,25-44,BURGLARY,2015,2
402024,25-44,CRIMINAL DAMAGE,2015,1
402024,25-44,MOTOR VEHICLE THEFT,2015,1
402024,25-44,SEX OFFENSE,2015,1
402024,25-44,THEFT,2015,3
403001,25-44,ASSAULT,2015,1
403001,25-44,BATTERY,2015,1
403001,25-44,CRIMINAL DAMAGE,2015,3
403001,25-44,THEFT,2015,1
403002,45-64,BATTERY,2015,1
403002,45-64,CRIMINAL DAMAGE,2015,1
403002,45-64,CRIMINAL TRESPASS,2015,1
403002,45-64,DECEPTIVE PRACTICE,2015,1
403002,45-64,THEFT,2015,5
403003,45-64,ASSAULT,2015,1
403003,45-64,BATTERY,2015,3
403003,45-64,MOTOR VEHICLE THEFT,2015,2
403003,45-64,PUBLIC PEACE VIOLATION,2015,1
403003,45-64,THEFT,2015,3
404011,25-44,BURGLARY,2015,1
404011,25-44,CRIMINAL DAMAGE,2015,2
404011,25-44,DECEPTIVE PRACTICE,2014,1
404011,25-44,DECEPTIVE PRACTICE,2015,2
404011,25-44,NARCOTICS,2015,1
404011,25-44,THEFT,2015,2
404012,25-44,BATTERY,2015,1
404012,25-44,CRIMINAL DAMAGE,2015,1
404012,25-44,THEFT,2015,1
404013,25-44,ASSAULT,2015,1
404013,25-44,BATTERY,2015,2
404013,25-44,THEFT,2015,2
404014,25-44,CRIMINAL DAMAGE,2015,3
404014,25-44,DECEPTIVE PRACTICE,2015,3
404014,25-44,MOTOR VEHICLE THEFT,2015,1
404014,25-44,NARCOTICS,2015,2
404014,25-44,OTHER OFFENSE,2015,1
404014,25-44,THEFT,2015,1
404021,25-44,BATTERY,2015,3
404021,25-44,BURGLARY,2015,1
404021,25-44,DECEPTIVE PRACTICE,2015,1
404021,25-44,ROBBERY,2015,1
404022,25-44,NARCOTICS,2015,1
404022,25-44,THEFT,2015,1
404022,25-44,WEAPONS VIOLATION,2015,1
404023,25-44,ASSAULT,2015,1
404023,25-44,CRIMINAL DAMAGE,2015,1
404023,25-44,OTHER OFFENSE,2015,1
404023,25-44,THEFT,2015,3
404024,25-44,BATTERY,2015,2
404024,25-44,THEFT,2015,1
404025,25-44,ARSON,2015,1
404025,25-44,ASSAULT,2015,1
404025,25-44,BATTERY,2015,1
404025,25-44,CRIM SEXUAL ASSAULT,2015,1
404025,25-44,THEFT,2015,2
406001,25-44,BATTERY,2015,2
406001,25-44,CRIMINAL DAMAGE,2015,1
406001,25-44,DECEPTIVE PRACTICE,2015,1
406001,25-44,THEFT,2015,2
406002,25-44,BATTERY,2015,2
406002,25-44,CRIMINAL DAMAGE,2015,2
406002,25-44,DECEPTIVE PRACTICE,2015,1
406002,25-44,OTHER OFFENSE,2015,1
406002,25-44,THEFT,2015,2
406003,25-44,BATTERY,2015,4
406003,25-44,MOTOR VEHICLE THEFT,2015,2
406003,25-44,OTHER OFFENSE,2015,1
406003,25-44,THEFT,2015,2
407001,25-44,BATTERY,2015,3
407001,25-44,DECEPTIVE PRACTICE,2015,1
407001,25-44,MOTOR VEHICLE THEFT,2015,1
407002,25-44,ARSON,2015,1
407002,25-44,ASSAULT,2015,1
407002,25-44,BATTERY,2015,1
407002,25-44,CRIMINAL DAMAGE,2015,1
407002,25-44,MOTOR VEHICLE THEFT,2015,1
407002,25-44,OTHER OFFENSE,2015,1
407002,25-44,THEFT,2015,1
407003,25-44,BATTERY,2015,1
407003,25-44,CRIMINAL DAMAGE,2014,1
407003,25-44,NARCOTICS,2015,2
407003,25-44,OTHER OFFENSE,2015,1
407003,25-44,THEFT,2015,2
407004,25-44,DECEPTIVE PRACTICE,2015,1
407004,25-44,THEFT,2015,2
408001,25-44,CRIMINAL DAMAGE,2015,1
408001,25-44,DECEPTIVE PRACTICE,2015,1
408001,25-44,NARCOTICS,2015,2
408001,25-44,THEFT,2015,3
408002,25-44,BATTERY,2015,2
408002,25-44,BURGLARY,2015,1
408002,25-44,CRIMINAL DAMAGE,2015,1
408002,25-44,MOTOR VEHICLE THEFT,2015,2
408002,25-44,OTHER OFFENSE,2015,1
409001,25-44,ASSAULT,2015,1
409001,25-44,BATTERY,2015,4
409001,25-44,BATTERY,2018,1
409001,25-44,CRIMINAL DAMAGE,2015,3
409001,25-44,NARCOTICS,2015,2
409001,25-44,OTHER OFFENSE,2015,2
409002,25-44,ASSAULT,2015,1
409002,25-44,BATTERY,2015,1
409002,25-44,ROBBERY,2015,2
409002,25-44,THEFT,2015,1
501001,25-44,ASSAULT,2015,1
501001,25-44,BURGLARY,2015,1
501001,25-44,CRIMINAL DAMAGE,2015,2
501001,25-44,DECEPTIVE PRACTICE,2015,1
501001,25-44,OTHER OFFENSE,2015,1
501001,25-44,THEFT,2015,2
501002,25-44,ASSAULT,2015,1
501002,25-44,BURGLARY,2015,1
501002,25-44,CRIMINAL DAMAGE,2015,6
501002,25-44,CRIMINAL TRESPASS,2015,1
501002,25-44,NARCOTICS,2015,1
501002,25-44,OTHER OFFENSE,2015,4
501002,25-44,THEFT,2015,2
502001,25-44,ASSAULT,2015,1
502001,25-44,BATTERY,2015,2
502001,25-44,BURGLARY,2015,1
502001,25-44,CRIMINAL DAMAGE,2015,2
502001,25-44,LIQUOR LAW VIOLATION,2018,1
502001,25-44,OTHER OFFENSE,2015,1
502001,25-44,THEFT,2015,3
502002,25-44,ASSAULT,2015,2
502002,25-44,BATTERY,2015,1
502002,25-44,BURGLARY,2015,3
502002,25-44,CRIMINAL DAMAGE,2015,2
502002,25-44,CRIMINAL TRESPASS,2015,1
502002,25-44,DECEPTIVE PRACTICE,2015,1
502002,25-44,NARCOTICS,2015,3
502002,25-44,OFFENSE INVOLVING CHILDREN,2015,1
502002,25-44,OTHER OFFENSE,2015,1
502002,25-44,ROBBERY,2015,1
502002,25-44,THEFT,2015,2
502002,25-44,WEAPONS VIOLATION,2018,1
502003,25-44,ASSAULT,2015,1
502003,25-44,BATTERY,2015,3
502003,25-44,CRIM SEXUAL ASSAULT,2015,1
502003,25-44,CRIMINAL TRESPASS,2015,1
502003,25-44,NARCOTICS,2015,1
502003,25-44,OTHER OFFENSE,2015,1
502003,25-44,PUBLIC PEACE VIOLATION,2015,1
502003,25-44,THEFT,2015,1
503001,25-44,ASSAULT,2015,1
503001,25-44,BATTERY,2015,1
503001,25-44,BURGLARY,2015,1
503001,25-44,CRIMINAL DAMAGE,2015,2
503001,25-44,CRIMINAL TRESPASS,2015,1
503001,25-44,DECEPTIVE PRACTICE,2015,1
503001,25-44,THEFT,2015,1
503002,25-44,BATTERY,2015,1
503002,25-44,CRIM SEXUAL ASSAULT,2015,1
503002,25-44,CRIMINAL DAMAGE,2015,2
503002,25-44,CRIMINAL TRESPASS,2015,1
503002,25-44,NARCOTICS,2015,1
503002,25-44,OTHER OFFENSE,2015,1
503003,25-44,CRIMINAL DAMAGE,2015,1
503003,25-44,THEFT,2015,1
505001,25-44,BATTERY,2015,2
505001,25-44,CRIMINAL DAMAGE,2015,1
505001,25-44,DECEPTIVE PRACTICE,2015,2
505001,25-44,NARCOTICS,2015,2
505001,25-44,OTHER OFFENSE,2015,1
505001,25-44,THEFT,2015,2
505002,25-44,BATTERY,2015,3
505002,25-44,CRIMINAL DAMAGE,2015,1
505002,25-44,CRIMINAL TRESPASS,2015,1
505002,25-44,DECEPTIVE PRACTICE,2015,1
505002,25-44,MOTOR VEHICLE THEFT,2015,1
505002,25-44,OTHER OFFENSE,2014,1
505002,25-44,OTHER OFFENSE,2015,2
505002,25-44,STALKING,2015,1
505002,25-44,THEFT,2015,2
505003,25-44,BATTERY,2015,2
505003,25-44,CRIMINAL TRESPASS,2015,1
505003,25-44,MOTOR VEHICLE THEFT,2015,2
505003,25-44,NARCOTICS,2015,1
505003,25-44,THEFT,2015,2
505004,25-44,ASSAULT,2015,1
505004,25-44,BATTERY,2015,3
505004,25-44,CRIMINAL DAMAGE,2015,1
505004,25-44,CRIMINAL TRESPASS,2015,1
505004,25-44,NARCOTICS,2015,1
505004,25-44,OTHER OFFENSE,2015,4
505004,25-44,PUBLIC PEACE VIOLATION,2015,1
505004,25-44,THEFT,2015,2
505005,25-44,ASSAULT,2015,2
505005,25-44,BATTERY,2015,1
505005,25-44,BURGLARY,2015,1
505005,25-44,INTERFERENCE WITH PUBLIC OFFICER,2015,1
505005,25-44,NARCOTICS,2015,2
506001,25-44,ASSAULT,2015,3
506001,25-44,BATTERY,2015,3
506001,25-44,CRIMINAL DAMAGE,2015,1
506001,25-44,CRIMINAL TRESPASS,2015,1
506001,25-44,LIQUOR LAW VIOLATION,2015,1
506001,25-44,NARCOTICS,2015,2
506001,25-44,OTHER OFFENSE,2015,1
506001,25-44,THEFT,2015,3
506002,25-44,ASSAULT,2015,1
506002,25-44,BATTERY,2015,1
506002,25-44,CRIMINAL DAMAGE,2015,1
506002,25-44,DECEPTIVE PRACTICE,2015,1
506002,25-44,NARCOTICS,2015,2
506002,25-44,OTHER OFFENSE,2015,1
506002,25-44,THEFT,2015,1
507001,25-44,ASSAULT,2015,1
507001,25-44,BATTERY,2015,4
507001,25-44,BURGLARY,2015,1
507001,25-44,CRIMINAL DAMAGE,2015,1
507001,25-44,DECEPTIVE PRACTICE,2015,1
507001,25-44,NARCOTICS,2015,2
507001,25-44,PROSTITUTION,2015,1
507001,25-44,THEFT,2015,2
508001,25-44,BATTERY,2015,1
508001,25-44,BURGLARY,2015,1
508001,25-44,CRIMINAL DAMAGE,2015,2
508001,25-44,CRIMINAL TRESPASS,2015,1
508001,25-44,OFFENSE INVOLVING CHILDREN,2015,1
508001,25-44,OTHER OFFENSE,2015,1
508001,25-44,ROBBERY,2015,1
508001,25-44,THEFT,2015,2
509001,25-44,ASSAULT,2015,1
509001,25-44,BATTERY,2015,4
509001,25-44,CRIMINAL DAMAGE,2015,1
509001,25-44,DECEPTIVE PRACTICE,2015,2
509001,25-44,ROBBERY,2015,1
509001,25-44,THEFT,2015,2
510001,25-44,BATTERY,2015,3
510001,25-44,CRIMINAL DAMAGE,2015,2
510001,25-44,DECEPTIVE PRACTICE,2015,2
510001,25-44,OTHER OFFENSE,2015,1
510001,25-44,ROBBERY,2015,3
510001,25-44,THEFT,2015,2
510001,25-44,WEAPONS VIOLATION,2015,1
511001,25-44,BATTERY,2015,1
511001,25-44,BURGLARY,2015,2
511001,25-44,CRIMINAL DAMAGE,2015,3
511001,25-44,CRIMINAL TRESPASS,2015,1
511001,25-44,MOTOR VEHICLE THEFT,2015,1
511001,25-44,NARCOTICS,2015,1
511001,25-44,OTHER OFFENSE,2015,1
511001,25-44,ROBBERY,2015,1
511001,25-44,THEFT,2015,2
512001,25-44,CRIMINAL DAMAGE,2015,1
512001,25-44,CRIMINAL TRESPASS,2015,1
512001,25-44,DECEPTIVE PRACTICE,2015,2
512001,25-44,OTHER OFFENSE,2015,1
512001,25-44,SEX OFFENSE,2015,1
512002,25-44,ASSAULT,2015,2
512002,25-44,BATTERY,2015,1
512002,25-44,CRIMINAL TRESPASS,2015,1
512002,25-44,DECEPTIVE PRACTICE,2014,1
512002,25-44,MOTOR VEHICLE THEFT,2015,1
512002,25-44,THEFT,2015,3
513001,25-44,BATTERY,2015,2
513001,25-44,CRIMINAL DAMAGE,2015,2
513001,25-44,DECEPTIVE PRACTICE,2015,1
513001,25-44,NARCOTICS,2015,1
513001,25-44,OTHER OFFENSE,2015,1
513001,25-44,THEFT,2015,2
513002,25-44,ASSAULT,2015,1
513002,25-44,CRIMINAL TRESPASS,2015,2
513002,25-44,DECEPTIVE PRACTICE,2015,1
513002,25-44,NARCOTICS,2015,1
513002,25-44,THEFT,2015,3
514001,25-44,ASSAULT,2015,2
514001,25-44,BATTERY,2015,2
514001,25-44,DECEPTIVE PRACTICE,2015,1
514001,25-44,MOTOR VEHICLE THEFT,2015,1
514001,25-44,OTHER OFFENSE,2015,1
514001,25-44,ROBBERY,2015,1
514002,25-44,BURGLARY,2015,1
514002,25-44,CRIMINAL DAMAGE,2015,2
514002,25-44,CRIMINAL TRESPASS,2015,2
514002,25-44,NARCOTICS,2015,1
514002,25-44,THEFT,2015,1
601001,25-44,CRIMINAL DAMAGE,2015,1
601001,25-44,DECEPTIVE PRACTICE,2015,1
601001,25-44,NARCOTICS,2015,3
601001,25-44,PUBLIC PEACE VIOLATION,2015,1
601001,25-44,THEFT,2015,3
601002,25-44,BATTERY,2015,3
601002,25-44,CRIMINAL DAMAGE,2015,1
601002,25-44,DECEPTIVE PRACTICE,2015,1
601002,25-44,NARCOTICS,2015,1
601002,25-44,THEFT,2015,1
601003,25-44,ASSAULT,2015,1
601003,25-44,THEFT,2015,1
601003,25-44,WEAPONS VIOLATION,2015,1
602001,25-44,ASSAULT,2015,1
602001,25-44,CRIMINAL DAMAGE,2015,1
602001,25-44,WEAPONS VIOLATION,2015,1
602002,25-44,ASSAULT,2015,1
602002,25-44,CRIM SEXUAL ASSAULT,2015,1
602002,25-44,CRIMINAL DAMAGE,2015,1
602002,25-44,DECEPTIVE PRACTICE,2015,1
602002,25-44,OTHER OFFENSE,2015,1
602002,25-44,ROBBERY,2015,1
602002,25-44,THEFT,2015,2
603001,25-44,ASSAULT,2015,2
603001,25-44,BATTERY,2015,5
603001,25-44,CRIMINAL DAMAGE,2015,1
603001,25-44,OTHER OFFENSE,2015,1
603001,25-44,THEFT,2015,1
603002,25-44,BATTERY,2015,1
603002,25-44,CRIMINAL DAMAGE,2015,2
603002,25-44,CRIMINAL TRESPASS,2015,2
603002,25-44,DECEPTIVE PRACTICE,2015,1
603002,25-44,NARCOTICS,2015,1
603002,25-44,OTHER OFFENSE,2015,1
603002,25-44,PUBLIC PEACE VIOLATION,2015,1
603002,25-44,ROBBERY,2015,1
604001,25-44,ASSAULT,2015,1
604001,25-44,BATTERY,2015,2
604001,25-44,CRIMINAL DAMAGE,2015,1
604001,25-44,NARCOTICS,2015,1
604001,25-44,PROSTITUTION,2015,1
604001,25-44,THEFT,2015,2
604001,25-44,WEAPONS VIOLATION,2015,1
604002,25-44,BATTERY,2015,2
604002,25-44,BURGLARY,2015,1
604002,25-44,CRIMINAL DAMAGE,2015,1
604002,25-44,OTHER OFFENSE,2015,1
604002,25-44,THEFT,2015,2
604003,25-44,CRIMINAL DAMAGE,2015,2
604003,25-44,DECEPTIVE PRACTICE,2015,1
604003,25-44,NARCOTICS,2015,1
604003,25-44,OTHER OFFENSE,2015,2
604003,25-44,THEFT,2015,2
605001,25-44,BATTERY,2015,1
605001,25-44,DECEPTIVE PRACTICE,2015,1
605001,25-44,OFFENSE INVOLVING CHILDREN,2015,1
605001,25-44,OTHER OFFENSE,2015,3
605001,25-44,ROBBERY,2015,1
608001,25-44,CRIMINAL DAMAGE,2015,1
608001,25-44,THEFT,2015,1
608002,5-17,CRIMINAL DAMAGE,2015,1
608002,5-17,MOTOR VEHICLE THEFT,2015,1
608002,5-17,NARCOTICS,2015,1
608003,25-44,THEFT,2015,1
609001,25-44,CRIMINAL DAMAGE,2015,1
609001,25-44,OTHER OFFENSE,2015,1
609001,25-44,THEFT,2015,2
609002,5-17,BATTERY,2015,3
609002,5-17,DECEPTIVE PRACTICE,2015,3
609002,5-17,INTERFERENCE WITH PUBLIC OFFICER,2015,1
609002,5-17,MOTOR VEHICLE THEFT,2015,1
609003,25-44,BATTERY,2015,1
609004,25-44,CRIMINAL DAMAGE,2015,1
609004,25-44,OTHER OFFENSE,2015,2
609004,25-44,THEFT,2015,2
610001,25-44,BATTERY,2015,1
610001,25-44,CRIMINAL TRESPASS,2015,1
610001,25-44,DECEPTIVE PRACTICE,2015,2
610001,25-44,MOTOR VEHICLE THEFT,2015,1
610001,25-44,OTHER OFFENSE,2015,1
610001,25-44,WEAPONS VIOLATION,2015,1
611001,25-44,ASSAULT,2015,2
611001,25-44,BATTERY,2015,2
611001,25-44,CRIMINAL DAMAGE,2015,1
611001,25-44,CRIMINAL TRESPASS,2015,1
611001,25-44,DECEPTIVE PRACTICE,2015,1
611001,25-44,THEFT,2015,4
612001,25-44,ASSAULT,2015,1
612001,25-44,BURGLARY,2015,1
612001,25-44,CRIMINAL DAMAGE,2015,1
612001,25-44,OTHER OFFENSE,2015,1
612001,25-44,ROBBERY,2015,1
612001,25-44,THEFT,2015,2
615001,25-44,BATTERY,2015,3
615001,25-44,CRIMINAL DAMAGE,2015,1
615001,25-44,DECEPTIVE PRACTICE,2015,1
615001,25-44,INTERFERENCE WITH PUBLIC OFFICER,2015,1
615001,25-44,NARCOTICS,2015,1
615001,25-44,THEFT,2015,3
615001,25-44,WEAPONS VIOLATION,2015,1
618001,25-44,BATTERY,2015,1
618001,25-44,THEFT,2015,1
619011,25-44,CRIMINAL DAMAGE,2015,2
619011,25-44,WEAPONS VIOLATION,2015,1
619012,25-44,NARCOTICS,2015,1
619013,25-44,ASSAULT,2015,1
619013,25-44,CRIMINAL DAMAGE,2015,1
619014,25-44,MOTOR VEHICLE THEFT,2015,1
619021,25-44,CRIMINAL DAMAGE,2015,2
619022,25-44,ASSAULT,2015,1
619022,25-44,THEFT,2015,1
619023,45-64,DECEPTIVE PRACTICE,2015,1
619023,45-64,MOTOR VEHICLE THEFT,2015,2
619023,45-64,NARCOTICS,2015,2
619024,5-17,BATTERY,2015,1
619024,5-17,ROBBERY,2015,1
620001,25-44,BATTERY,2015,2
620001,25-44,CRIMINAL DAMAGE,2015,1
620001,25-44,THEFT,2015,2
620002,25-44,THEFT,2015,1
621001,25-44,BATTERY,2015,2
621001,25-44,THEFT,2015,1
621002,25-44,BATTERY,2015,1
621002,25-44,CRIMINAL DAMAGE,2015,2
621002,25-44,NARCOTICS,2015,1
621002,25-44,WEAPONS VIOLATION,2015,1
621003,25-44,BURGLARY,2015,1
621003,25-44,CRIMINAL DAMAGE,2015,2
621003,25-44,INTERFERENCE WITH PUBLIC OFFICER,2015,1
621003,25-44,MOTOR VEHICLE THEFT,2015,1
621003,25-44,NARCOTICS,2015,1
621003,25-44,THEFT,2015,2
622001,25-44,BATTERY,2015,3
622001,25-44,CRIMINAL DAMAGE,2015,3
622001,25-44,DECEPTIVE PRACTICE,2015,1
622001,25-44,THEFT,2015,1
622002,25-44,CRIMINAL DAMAGE,2015,1
622002,25-44,DECEPTIVE PRACTICE,2015,2
622002,25-44,OTHER OFFENSE,2015,1
622002,25-44,PROSTITUTION,2015,1
622002,25-44,THEFT,2015,5
623001,25-44,ARSON,2015,1
623001,25-44,ASSAULT,2015,1
623001,25-44,BATTERY,2015,3
623001,25-44,CRIM SEXUAL ASSAULT,2015,1
623001,25-44,CRIMINAL DAMAGE,2015,1
623001,25-44,DECEPTIVE PRACTICE,2014,1
623001,25-44,DECEPTIVE PRACTICE,2015,2
623001,25-44,NARCOTICS,2015,1
623001,25-44,PUBLIC PEACE VIOLATION,2015,1
623001,25-44,ROBBERY,2015,1
623001,25-44,THEFT,2015,2
624001,25-44,ASSAULT,2015,1
624001,25-44,BATTERY,2015,1
624001,25-44,CRIMINAL DAMAGE,2015,2
624001,25-44,DECEPTIVE PRACTICE,2015,1
624001,25-44,NARCOTICS,2015,2
624001,25-44,OTHER OFFENSE,2015,2
624001,25-44,THEFT,2014,1
624001,25-44,THEFT,2015,2
625001,25-44,ASSAULT,2015,2
625001,25-44,CRIMINAL TRESPASS,2018,1
625001,25-44,MOTOR VEHICLE THEFT,2015,1
625001,25-44,NARCOTICS,2015,2
625001,25-44,THEFT,2015,2
626001,25-44,ASSAULT,2015,1
626001,25-44,BATTERY,2015,4
626001,25-44,BURGLARY,2015,1
626001,25-44,CRIMINAL DAMAGE,2015,2
626001,25-44,MOTOR VEHICLE THEFT,2015,1
626001,25-44,NARCOTICS,2015,2
627001,25-44,ASSAULT,2015,1
627001,25-44,BURGLARY,2015,1
627001,25-44,CRIMINAL DAMAGE,2015,2
627001,25-44,THEFT,2015,1
627001,25-44,WEAPONS VIOLATION,2015,1
627002,25-44,ASSAULT,2015,1
627002,25-44,BATTERY,2015,1
627002,25-44,CRIMINAL DAMAGE,2015,1
627002,25-44,NARCOTICS,2015,1
627002,25-44,OTHER OFFENSE,2015,1
627002,25-44,THEFT,2015,3
627002,25-44,WEAPONS VIOLATION,2015,1
627003,25-44,BATTERY,2015,2
627003,25-44,CRIMINAL DAMAGE,2015,3
627003,25-44,DECEPTIVE PRACTICE,2015,1
627003,25-44,NARCOTICS,2015,2
627003,25-44,THEFT,2015,1
627003,25-44,WEAPONS VIOLATION,2015,1
628001,25-44,ASSAULT,2015,1
