rownumber,name,address,license desc,business desc,tract_block
19883,"HOB CHICAGO, INC.",329 N DEARBORN ST  3RD F,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8330002012
19886,"HOB CHICAGO, INC.",329 N DEARBORN ST  3RD F,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8330002012
19917,"COOKING FOOLS, LLC",1916 W NORTH AVE,Caterer's Liquor License,Catering of Liquor To Events,2505002019
19940,"HOB CHICAGO, INC.",329 N DEARBORN ST 2ND,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8330002012
19975,BURNHAM PARK YACHT CLUB,1500 S LYNN WHITE DR 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,3302002010
19980,"HOB CHICAGO, INC.",329 N DEARBORN ST  SKYBO,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8330002012
20044,"HOB CHICAGO, INC.",329 N DEARBORN ST 2ND,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8330002012
20049,"HOB CHICAGO, INC.",329 N DEARBORN ST  BALCO,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8330002012
20080,"HOB CHICAGO, INC.",329 N DEARBORN ST  3RD F,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8330002012
20088,"HOB CHICAGO, INC.",329 N DEARBORN ST  BALCO,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8330002012
20150,"HOB CHICAGO, INC.",329 N DEARBORN ST  3RD F,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8330002012
20151,"HOB CHICAGO, INC.",329 N DEARBORN ST  SKYBO,Package Goods,Retail Sales of Packaged Liquor,8330002012
20165,MAI CHI CORPORATION,1401 N ASHLAND AVE 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2507001012
20179,MAI CHI CORPORATION,1401 N ASHLAND AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507001012
20248,ROYAL SUSHI INC.,7258 W FOSTER AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1005005027
20400,P. STELLA CORP.,1251-1255 S MICHIGAN AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,8314002049
20482,BARBA YIANNI TAVERNA INC.,4761 N LINCOLN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
20516,"GODDESS AND THE BAKER WACKER, LLC",121 W WACKER DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001002
20555,"N. JEFFERSON OPERATOR, LLC",118 N JEFFERSON ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001027
20576,SOUTH LOOP CLUB INC,701 S STATE ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8314002059
20588,"N. JEFFERSON OPERATOR, LLC",118 N JEFFERSON ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001027
20600,FONZIES INC.,7030 N CLARK ST 1,Tavern,Tavern - Consumption of Liquor on Premise,204001004
20617,"YOUMAX, INC.",2222 W DEVON AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,208024001
20634,"WLADYSLAW KOWYNIA, INC.",1551 W DIVISION ST 1ST & MEZZANINE,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2507003005
20735,2450 N MILWAUKEE RESTAURANT LLC,2450 N MILWAUKEE AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,8316002006
20793,"N. JEFFERSON OPERATOR, LLC",118 N JEFFERSON ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8378001027
20801,SOUTH LOOP CLUB INC,701 S STATE ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8314002059
20813,"N. JEFFERSON OPERATOR, LLC",116 N JEFFERSON ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001027
20847,"HALSTED GROCERIES, INC.",7059 S HALSTED ST 1 4,Package Goods,Retail Sales of Packaged Liquor,6610004003
20918,HARRIET WATT,1200 E 93RD ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,7201001002
20999,"THE DEN THEATRE CHICAGO, LLC",1333 N MILWAUKEE AVE 2 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507001012
21024,CHICAGO CONCESSIONS WATER TOWER LLC,175 E CHESTNUT ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
21084,THE MONAL MART CORPORATION,1758 W WABANSIA AVE 1,Package Goods,Retail Sales of Packaged Liquor,2502001012
21115,"BREAD & OLIVE, INC.",1920 W DIVISION ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507003005
21132,"MUG TO MUG, INCORPORATED",2212 N CLYBOURN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1911005014
21239,ALFREDO VARGAS INC,826 N ASHLAND AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,2423002014
21285,"ROANOKE HOSPITALITY, LLC",135 W MADISON ST 1 & 2,Caterer's Liquor License,Catering of Liquor To Events,2819003001
21356,RANDY'S LIQUOR LOUNGE INC.,7512-7514 S COTTAGE GROVE AVE,Tavern,Tavern - Consumption of Liquor on Premise,6611005022
21372,"GALE UNLIMITED, INC.",600 S DEARBORN ST,Package Goods,Retail Sales of Packaged Liquor,2522025004
21392,"HOLLYWOOD GRILL, INC.",1601 W NORTH AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2505002019
21429,"HEBSON BROTHERS, INCORPORATED",731 - 733 S DEARBORN ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8314002059
21454,WHITEHILL CORP,701 S DEARBORN ST,Tavern,Tavern - Consumption of Liquor on Premise,8382002004
21474,MGL-GRAND LLC,2918-2920 N CLARK ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1904021029
21489,"MEE MAH, INC.",4032 W PETERSON AVE # 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1002003011
21538,THE STERLING ROOM LLC,350 N STATE ST 1,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8330002012
21549,J & Z 1 INC.,921 N WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,2513005008
21661,"FLACO'S TACOS, LLC",725 S DEARBORN ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8314002059
21664,"ROANOKE HOSPITALITY, LLC",11 S LA SALLE ST 2,Caterer's Liquor License,Catering of Liquor To Events,2819003001
21709,THE STERLING ROOM LLC,350 N STATE ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8330002012
21711,"FLACO'S TACOS, LLC",725 S DEARBORN ST,Caterer's Liquor License,Catering of Liquor To Events,8314002059
21712,"ROANOKE HOSPITALITY, LLC",11 S LA SALLE ST 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2819003001
21772,ROBERTA NOWAKOWSKI INC,948 N WESTERN AVE 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2513005008
21785,EC RESTAURANTS (CHICAGO - ADAMS) CORP.,111 W ADAMS ST,Caterer's Liquor License,Catering of Liquor To Events,8370001001
21816,EDENS CONVIENANT LIQUOR STORE INC.,4805 W FOSTER AVE,Package Goods,Retail Sales of Packaged Liquor,1006003031
21834,"Iguana Cafe, Inc.",517-519 N HALSTED ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
21852,"RAMBUTAN, LLC",2049 W DIVISION ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507003005
22018,"ROANOKE HOSPITALITY, LLC",135 W MADISON ST 1 & 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2819003001
22034,CHILLAR PARTY INC.,7407-7409 N CLARK ST,Package Goods,Retail Sales of Packaged Liquor,901004029
22049,EC RESTAURANTS (CHICAGO - ADAMS) CORP.,111 W ADAMS ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
22125,ROBERTA NOWAKOWSKI INC,948 N WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,2513005008
22145,"JEZ RESTAURANTS, INC.",2148 N MILWAUKEE AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1913011037
22259,"6-M HOSPITALITY GROUP, LLC",222 S WABASH AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,8370001001
22276,BLEND GROUP CHICAGO LLC,416 W ONTARIO ST  1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315001005
22380,CANANAS LLC,2310 S BLUE ISLAND AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,3009002003
22470,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001027
22496,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001027
22567,JAI SHREE RAM CORP.,4301-4305 W NORTH AVE,Package Goods,Retail Sales of Packaged Liquor,2504004013
22570,"BL RESTAURANT OPERATIONS, LLC",47 W POLK ST 1ST AND 2ND,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8314002059
22584,"THE NEW DATING GAME, INC.",8924 S STONY ISLAND AVE,Tavern,Tavern - Consumption of Liquor on Premise,4701002017
22599,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8378001027
22609,"THE NEW LOOK SALON AND RESTAURANT, INC.",2544 E 83RD ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,4604002014
22631,"CONGRESS PLAZA HOTEL, LLC",520 S MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2606002008
22642,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001027
22675,"SEACHANGE HOSPITALITY, INC.",420 W BELMONT AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1708003014
22676,SOO & HAN INC,1420 W MORSE AVE,Package Goods,Retail Sales of Packaged Liquor,902001017
22694,"BIG CHICAGO, INC.",1543 N KINGSBURY ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2504004013
22794,"MASTRO'S RESTAURANTS, LLC",520 N DEARBORN ST 1 & 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
22797,"BL RESTAURANT OPERATIONS, LLC",5500 S SHORE DR 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,5607001001
22802,"MY DIKA, INC.",1628 W LAWRENCE AVE,Package Goods,Retail Sales of Packaged Liquor,1404005035
22825,"LOUIE'S PUB, INC.",1659 W NORTH AVE,Tavern,Tavern - Consumption of Liquor on Premise,2505002019
22869,"COLLETTIS, INC.",5707 N CENTRAL AVE,Outdoor Patio,Sale of Liquor Outdoors on Private Property,1003001022
22875,1770 WEST GREENLEAF CORPORATION,1770 W GREENLEAF AVE 1ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",204001004
22886,"LAPDOG, INC.",1508 W JARVIS AVE,Tavern,Tavern - Consumption of Liquor on Premise,901004029
22894,"BL RESTAURANT OPERATIONS, LLC",333-335 N DEARBORN ST 1,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8330002012
22901,"CONGRESS PLAZA HOTEL, LLC",520 S MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2606002008
22930,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001027
22955,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001027
23008,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,Caterer's Liquor License,Catering of Liquor To Events,8378001027
23009,"B 4 B, INC.",6920-6922 N GLENWOOD AVE,Tavern,Tavern - Consumption of Liquor on Premise,902001017
23012,"BL RESTAURANT OPERATIONS, LLC",5500 S SHORE DR 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5607001001
23042,SFC FOODS CHICAGO INC.,5033 N ELSTON AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1104001033
23051,"CONGRESS PLAZA HOTEL, LLC",520 S MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2606002008
23076,"BIG CHICAGO, INC.",1543 N KINGSBURY ST,Tavern,Tavern - Consumption of Liquor on Premise,2504004013
23108,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001027
23126,"SEACHANGE HOSPITALITY, INC.",420 W BELMONT AVE,Outdoor Patio,Sale of Liquor Outdoors on Private Property,1708003014
23129,"COLLETTIS, INC.",5707 N CENTRAL AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1003001022
23136,1770 WEST GREENLEAF CORPORATION,1770 W GREENLEAF AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,204001004
23143,"BL RESTAURANT OPERATIONS, LLC",333-335 N DEARBORN ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8330002012
23145,"BL RESTAURANT OPERATIONS, LLC",47 W POLK ST 1ST AND 2ND,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8314002059
23195,"CONGRESS PLAZA HOTEL, LLC",520 S MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2606002008
23203,SOHO HOUSE CHICAGO LLC,113-125 N GREEN ST BSMT - 6TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001027
23211,"CONGRESS PLAZA HOTEL, LLC",520 S MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2606002008
23238,MO MO HOUSE CORP.,2601 W DEVON AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,207021009
23241,SAINTS VOLODYMYR AND OLHA UKRAINIAN CATHOLIC PARISH,2237-2247 W CHICAGO AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2428001000
23262,"CONGRESS PLAZA HOTEL, LLC",520 S MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2606002008
23282,EVANS STREET LLC,1519 W 18TH ST 1,Package Goods,Retail Sales of Packaged Liquor,2925004000
23296,SFC FOODS CHICAGO INC.,5033 N ELSTON AVE 1ST,Package Goods,Retail Sales of Packaged Liquor | Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM,1104001033
23329,"SURAJISHWAR, INC.",828 S WABASH AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,8314002059
23340,"SURAJISHWAR, INC.",828 S WABASH AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8314002059
23368,VICTORY PIZZA CHICAGO LLC,1416 S MICHIGAN AVE 1-2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8429004109
23393,"ROUNDY'S ILLINOIS, LLC",3857 S DR MARTIN LUTHER KING JR DR 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5802002003
23408,"325 S FRANKLIN, LLC",325 S FRANKLIN ST FIRST FLOOR,Tavern,Tavern - Consumption of Liquor on Premise,8380001025
23473,"PIZZA RUSTICA, INC.",3908-3910 N SHERIDAN RD 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1507001004
23520,"PIZZA RUSTICA, INC.",3908-3910 N SHERIDAN RD 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1507001004
23593,"MILWAUKEE AVENUE, INC.",1516 N MILWAUKEE AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,2504004013
23624,"PIZZA RUSTICA, INC.",3908-3910 N SHERIDAN RD 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1507001004
23674,MAHATTAN MART INC,424 S CLARK ST,Package Goods,Retail Sales of Packaged Liquor,2606002008
23703,"ROUNDY'S ILLINOIS, LLC",3857 S DR MARTIN LUTHER KING JR DR 1,Package Goods,Retail Sales of Packaged Liquor,5802002003
23718,"MILWAUKEE AVENUE, INC.",1516 N MILWAUKEE AVE 1ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2504004013
23752,"MILWAUKEE AVENUE, INC.",1516 N MILWAUKEE AVE 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2504004013
23757,"CHIPP INN, INC.",832 N GREENVIEW AVE,Tavern,Tavern - Consumption of Liquor on Premise,2423002014
23872,"ROOSEVELT FOOD & LIQUOR, INC.",2858 W ROOSEVELT RD,Package Goods,Retail Sales of Packaged Liquor,8314002049
23900,GROUND CONTROL RESTAURANT LLC,3313-3315 W ARMITAGE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1911003009
23982,BONI VINO'S INC,109 - 111 W VAN BUREN ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2606002008
24064,"N. S. HOSPITALITY, INC.",1412-1414 W MORSE AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,902001017
24135,"GRIDDLE 24, INC.",334 W CHICAGO AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8423001091
24140,LQ RESTO CORPORATION,6259 N MCCORMICK RD 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
24189,"KARZ, INC.",105 W VAN BUREN ST  1,Tavern,Tavern - Consumption of Liquor on Premise,2606002008
24287,"El Poblano Restaurant & Bar, Inc.",3700 W LAWRENCE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
24309,O C SANDERS,700 W 59TH ST 1ST,Tavern,Tavern - Consumption of Liquor on Premise,6806001000
24327,"FLO AND SANTO, LLC",1310 S WABASH AVE 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8314002049
24332,"BOND DRUG COMPANY OF ILLINOIS, LLC",3153 W IRVING PARK RD,Package Goods,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,1504021017
24341,"TAS ENTERTAINMENT, LLC",1146 W PRATT BLVD,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,203013026
24395,BREAKROOM BREWERY LLC,2925 W MONTROSE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1505013018
24458,"THE NEW 400, LLC",6746 N SHERIDAN RD 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1201003012
24519,"FLO AND SANTO, LLC",1310 S WABASH AVE 1ST,Caterer's Liquor License,Catering of Liquor To Events,8314002049
24541,1858 CORPORATION,1858 W IOWA ST 1ST,Tavern,Tavern - Consumption of Liquor on Premise,2513005008
24593,KENNY & HELEN ROBINSON,1008 E 93RD ST 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7201001002
24610,"FLO AND SANTO, LLC",1310 S WABASH AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8314002049
