year,Census Block,Age Group,Crime Type,#Crimes
2015,511001,25-44,PUBLIC PEACE VIOLATION,1
2015,511001,25-44,ROBBERY,2
2016,511001,25-44,ROBBERY,1
2015,511001,25-44,THEFT,22
2016,511001,25-44,THEFT,7
2018,511001,25-44,THEFT,1
2015,603002,25-44,ASSAULT,14
2016,603002,25-44,ASSAULT,6
2015,603002,25-44,BATTERY,74
2016,603002,25-44,BATTERY,27
2015,603002,25-44,BURGLARY,7
2016,603002,25-44,BURGLARY,12
2015,603002,25-44,CRIM SEXUAL ASSAULT,3
2015,603002,25-44,CRIMINAL DAMAGE,36
2016,603002,25-44,CRIMINAL DAMAGE,20
2015,603002,25-44,CRIMINAL TRESPASS,25
2016,603002,25-44,CRIMINAL TRESPASS,13
2014,603002,25-44,DECEPTIVE PRACTICE,1
2015,603002,25-44,DECEPTIVE PRACTICE,24
2016,603002,25-44,DECEPTIVE PRACTICE,11
2015,603002,25-44,INTERFERENCE WITH PUBLIC OFFICER,2
2015,603002,25-44,KIDNAPPING,1
2015,603002,25-44,LIQUOR LAW VIOLATION,1
2015,603002,25-44,MOTOR VEHICLE THEFT,8
2016,603002,25-44,MOTOR VEHICLE THEFT,3
2015,603002,25-44,NARCOTICS,9
2016,603002,25-44,NARCOTICS,4
2016,603002,25-44,NON-CRIMINAL,1
2015,603002,25-44,OTHER OFFENSE,13
2016,603002,25-44,OTHER OFFENSE,4
2015,603002,25-44,PUBLIC INDECENCY,1
2015,603002,25-44,PUBLIC PEACE VIOLATION,7
2016,603002,25-44,PUBLIC PEACE VIOLATION,3
2015,603002,25-44,ROBBERY,17
2016,603002,25-44,ROBBERY,10
2015,603002,25-44,SEX OFFENSE,1
2016,603002,25-44,SEX OFFENSE,1
2015,603002,25-44,THEFT,120
2016,603002,25-44,THEFT,44
2016,603002,25-44,WEAPONS VIOLATION,2
2015,604001,25-44,ASSAULT,8
2016,604001,25-44,ASSAULT,4
2015,604001,25-44,BATTERY,14
2016,604001,25-44,BATTERY,7
2015,604001,25-44,BURGLARY,7
2016,604001,25-44,BURGLARY,5
2015,604001,25-44,CRIM SEXUAL ASSAULT,2
2015,604001,25-44,CRIMINAL DAMAGE,12
2016,604001,25-44,CRIMINAL DAMAGE,3
2015,604001,25-44,CRIMINAL TRESPASS,4
2015,604001,25-44,DECEPTIVE PRACTICE,15
2016,604001,25-44,DECEPTIVE PRACTICE,7
2015,604001,25-44,MOTOR VEHICLE THEFT,4
2016,604001,25-44,MOTOR VEHICLE THEFT,2
2015,604001,25-44,NARCOTICS,2
2015,604001,25-44,OTHER OFFENSE,2
2016,604001,25-44,OTHER OFFENSE,2
2015,604001,25-44,ROBBERY,1
2016,604001,25-44,ROBBERY,3
2015,604001,25-44,STALKING,1
2015,604001,25-44,THEFT,33
2016,604001,25-44,THEFT,17
2016,624001,25-44,ARSON,1
2015,624001,25-44,ASSAULT,3
2016,624001,25-44,ASSAULT,2
2015,624001,25-44,BATTERY,16
2016,624001,25-44,BATTERY,4
2015,624001,25-44,BURGLARY,11
2016,624001,25-44,BURGLARY,10
2015,624001,25-44,CRIM SEXUAL ASSAULT,2
2015,624001,25-44,CRIMINAL DAMAGE,13
2016,624001,25-44,CRIMINAL DAMAGE,5
2015,624001,25-44,CRIMINAL TRESPASS,1
2016,624001,25-44,CRIMINAL TRESPASS,3
2014,624001,25-44,DECEPTIVE PRACTICE,2
2015,624001,25-44,DECEPTIVE PRACTICE,15
2016,624001,25-44,DECEPTIVE PRACTICE,12
2015,624001,25-44,MOTOR VEHICLE THEFT,12
2016,624001,25-44,MOTOR VEHICLE THEFT,2
2015,624001,25-44,NARCOTICS,5
2016,624001,25-44,NARCOTICS,1
2015,624001,25-44,OTHER OFFENSE,4
2016,624001,25-44,OTHER OFFENSE,1
2015,624001,25-44,PUBLIC PEACE VIOLATION,1
2015,624001,25-44,ROBBERY,11
2016,624001,25-44,ROBBERY,4
2015,624001,25-44,THEFT,62
2016,624001,25-44,THEFT,26
2015,624001,25-44,WEAPONS VIOLATION,1
2016,624001,25-44,WEAPONS VIOLATION,1
2015,812012,45-64,ASSAULT,7
2016,812012,45-64,ASSAULT,3
2015,812012,45-64,BATTERY,23
2016,812012,45-64,BATTERY,14
2015,812012,45-64,BURGLARY,1
2015,812012,45-64,CRIMINAL DAMAGE,3
2016,812012,45-64,CRIMINAL DAMAGE,1
2015,812012,45-64,CRIMINAL TRESPASS,6
2015,812012,45-64,DECEPTIVE PRACTICE,23
2016,812012,45-64,DECEPTIVE PRACTICE,13
2018,812012,45-64,DECEPTIVE PRACTICE,1
2016,812012,45-64,MOTOR VEHICLE THEFT,1
2015,812012,45-64,NARCOTICS,4
2016,812012,45-64,NARCOTICS,1
2016,812012,45-64,OFFENSE INVOLVING CHILDREN,1
2015,812012,45-64,OTHER OFFENSE,2
2016,812012,45-64,OTHER OFFENSE,5
2015,812012,45-64,PUBLIC PEACE VIOLATION,1
2016,812012,45-64,PUBLIC PEACE VIOLATION,1
2015,812012,45-64,ROBBERY,5
2014,812012,45-64,THEFT,1
2015,812012,45-64,THEFT,112
2016,812012,45-64,THEFT,62
2018,812012,45-64,THEFT,1
2015,816001,25-44,ASSAULT,6
2016,816001,25-44,ASSAULT,4
2015,816001,25-44,BATTERY,25
2016,816001,25-44,BATTERY,13
2015,816001,25-44,BURGLARY,5
2015,816001,25-44,CRIMINAL DAMAGE,3
2016,816001,25-44,CRIMINAL DAMAGE,6
2018,816001,25-44,CRIMINAL DAMAGE,1
2015,816001,25-44,CRIMINAL TRESPASS,12
2016,816001,25-44,CRIMINAL TRESPASS,9
2015,816001,25-44,DECEPTIVE PRACTICE,25
2016,816001,25-44,DECEPTIVE PRACTICE,12
2016,816001,25-44,INTERFERENCE WITH PUBLIC OFFICER,1
2015,816001,25-44,INTIMIDATION,1
2015,816001,25-44,LIQUOR LAW VIOLATION,1
2015,816001,25-44,MOTOR VEHICLE THEFT,4
2016,816001,25-44,MOTOR VEHICLE THEFT,4
2015,816001,25-44,NARCOTICS,2
2018,816001,25-44,NARCOTICS,1
2015,816001,25-44,OTHER OFFENSE,2
2016,816001,25-44,OTHER OFFENSE,4
2015,816001,25-44,PROSTITUTION,13
2016,816001,25-44,PROSTITUTION,4
2015,816001,25-44,PUBLIC PEACE VIOLATION,3
2016,816001,25-44,PUBLIC PEACE VIOLATION,2
2015,816001,25-44,ROBBERY,6
2016,816001,25-44,ROBBERY,2
2015,816001,25-44,SEX OFFENSE,2
2015,816001,25-44,THEFT,91
2016,816001,25-44,THEFT,57
2018,816001,25-44,THEFT,1
2016,816001,25-44,WEAPONS VIOLATION,1
2015,901001,45-64,ASSAULT,8
2016,901001,45-64,ASSAULT,7
2015,901001,45-64,BATTERY,39
2016,901001,45-64,BATTERY,19
2018,901001,45-64,BATTERY,2
2015,901001,45-64,BURGLARY,11
2016,901001,45-64,BURGLARY,4
2015,901001,45-64,CRIM SEXUAL ASSAULT,1
2016,901001,45-64,CRIM SEXUAL ASSAULT,1
2015,901001,45-64,CRIMINAL DAMAGE,23
2016,901001,45-64,CRIMINAL DAMAGE,13
2015,901001,45-64,CRIMINAL TRESPASS,3
2016,901001,45-64,CRIMINAL TRESPASS,5
2015,901001,45-64,DECEPTIVE PRACTICE,7
2016,901001,45-64,DECEPTIVE PRACTICE,4
2015,901001,45-64,GAMBLING,1
2016,901001,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2016,901001,45-64,LIQUOR LAW VIOLATION,1
2015,901001,45-64,MOTOR VEHICLE THEFT,8
2016,901001,45-64,MOTOR VEHICLE THEFT,2
2015,901001,45-64,NARCOTICS,8
2016,901001,45-64,NARCOTICS,6
2015,901001,45-64,OFFENSE INVOLVING CHILDREN,3
2016,901001,45-64,OFFENSE INVOLVING CHILDREN,2
2015,901001,45-64,OTHER OFFENSE,12
2016,901001,45-64,OTHER OFFENSE,3
2015,901001,45-64,ROBBERY,5
2016,901001,45-64,ROBBERY,3
2015,901001,45-64,SEX OFFENSE,3
2015,901001,45-64,THEFT,37
2016,901001,45-64,THEFT,19
2015,901001,45-64,WEAPONS VIOLATION,1
2016,901001,45-64,WEAPONS VIOLATION,1
2015,901002,45-64,ASSAULT,23
2016,901002,45-64,ASSAULT,8
2015,901002,45-64,BATTERY,68
2016,901002,45-64,BATTERY,39
2015,901002,45-64,BURGLARY,15
2016,901002,45-64,BURGLARY,6
2015,901002,45-64,CRIM SEXUAL ASSAULT,4
2016,901002,45-64,CRIM SEXUAL ASSAULT,1
2015,901002,45-64,CRIMINAL DAMAGE,35
2016,901002,45-64,CRIMINAL DAMAGE,17
2015,901002,45-64,CRIMINAL TRESPASS,7
2016,901002,45-64,CRIMINAL TRESPASS,5
2015,901002,45-64,DECEPTIVE PRACTICE,20
2016,901002,45-64,DECEPTIVE PRACTICE,7
2017,901002,45-64,DECEPTIVE PRACTICE,1
2009,901002,45-64,HOMICIDE,1
2015,901002,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2016,901002,45-64,LIQUOR LAW VIOLATION,1
2015,901002,45-64,MOTOR VEHICLE THEFT,14
2016,901002,45-64,MOTOR VEHICLE THEFT,5
2015,901002,45-64,NARCOTICS,14
2016,901002,45-64,NARCOTICS,4
2015,901002,45-64,OFFENSE INVOLVING CHILDREN,1
2016,901002,45-64,OFFENSE INVOLVING CHILDREN,3
2015,901002,45-64,OTHER OFFENSE,29
2016,901002,45-64,OTHER OFFENSE,15
2015,901002,45-64,PUBLIC PEACE VIOLATION,1
2015,901002,45-64,ROBBERY,10
2016,901002,45-64,ROBBERY,12
2015,901002,45-64,SEX OFFENSE,3
2014,901002,45-64,THEFT,2
2015,901002,45-64,THEFT,77
2016,901002,45-64,THEFT,45
2015,901002,45-64,WEAPONS VIOLATION,3
2015,901003,45-64,ASSAULT,3
2015,901003,45-64,BATTERY,1
2015,901003,45-64,CRIMINAL DAMAGE,1
2015,901003,45-64,DECEPTIVE PRACTICE,1
2016,901003,45-64,DECEPTIVE PRACTICE,1
2015,901003,45-64,MOTOR VEHICLE THEFT,1
2016,901003,45-64,MOTOR VEHICLE THEFT,1
2016,901003,45-64,OTHER OFFENSE,2
2015,901003,45-64,THEFT,1
2016,901003,45-64,THEFT,1
2016,901004,45-64,ARSON,1
2015,901004,45-64,ASSAULT,2
2016,901004,45-64,ASSAULT,4
2018,901004,45-64,ASSAULT,1
2015,901004,45-64,BATTERY,13
2016,901004,45-64,BATTERY,2
2015,901004,45-64,BURGLARY,2
2016,901004,45-64,BURGLARY,3
2016,901004,45-64,CRIM SEXUAL ASSAULT,1
2015,901004,45-64,CRIMINAL DAMAGE,12
2016,901004,45-64,CRIMINAL DAMAGE,7
2015,901004,45-64,CRIMINAL TRESPASS,2
2015,901004,45-64,DECEPTIVE PRACTICE,11
2016,901004,45-64,DECEPTIVE PRACTICE,4
2015,901004,45-64,MOTOR VEHICLE THEFT,2
2016,901004,45-64,MOTOR VEHICLE THEFT,1
2015,901004,45-64,NARCOTICS,3
2016,901004,45-64,NARCOTICS,1
2016,901004,45-64,OFFENSE INVOLVING CHILDREN,1
2015,901004,45-64,OTHER OFFENSE,7
2016,901004,45-64,OTHER OFFENSE,4
2015,901004,45-64,ROBBERY,2
2015,901004,45-64,THEFT,16
2016,901004,45-64,THEFT,11
2015,902001,45-64,ASSAULT,20
2016,902001,45-64,ASSAULT,12
2015,902001,45-64,BATTERY,56
2016,902001,45-64,BATTERY,48
2015,902001,45-64,BURGLARY,20
2016,902001,45-64,BURGLARY,17
2015,902001,45-64,CRIM SEXUAL ASSAULT,2
2016,902001,45-64,CRIM SEXUAL ASSAULT,4
2015,902001,45-64,CRIMINAL DAMAGE,30
2016,902001,45-64,CRIMINAL DAMAGE,14
2018,902001,45-64,CRIMINAL DAMAGE,1
2015,902001,45-64,CRIMINAL TRESPASS,12
2016,902001,45-64,CRIMINAL TRESPASS,2
2015,902001,45-64,DECEPTIVE PRACTICE,15
2016,902001,45-64,DECEPTIVE PRACTICE,15
2015,902001,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,902001,45-64,MOTOR VEHICLE THEFT,8
2016,902001,45-64,MOTOR VEHICLE THEFT,10
2015,902001,45-64,NARCOTICS,8
2016,902001,45-64,NARCOTICS,4
2015,902001,45-64,OFFENSE INVOLVING CHILDREN,4
2016,902001,45-64,OFFENSE INVOLVING CHILDREN,2
2015,902001,45-64,OTHER OFFENSE,14
2016,902001,45-64,OTHER OFFENSE,15
2015,902001,45-64,PROSTITUTION,1
2015,902001,45-64,PUBLIC PEACE VIOLATION,2
2016,902001,45-64,PUBLIC PEACE VIOLATION,1
2015,902001,45-64,ROBBERY,14
2016,902001,45-64,ROBBERY,11
2015,902001,45-64,SEX OFFENSE,1
2016,902001,45-64,SEX OFFENSE,2
2015,902001,45-64,THEFT,64
2016,902001,45-64,THEFT,42
2015,902001,45-64,WEAPONS VIOLATION,4
2016,902001,45-64,WEAPONS VIOLATION,2
2015,902003,25-44,ARSON,2
2015,902003,25-44,ASSAULT,13
2016,902003,25-44,ASSAULT,11
2015,902003,25-44,BATTERY,51
2016,902003,25-44,BATTERY,39
2015,902003,25-44,BURGLARY,23
2016,902003,25-44,BURGLARY,14
2015,902003,25-44,CRIM SEXUAL ASSAULT,2
2015,902003,25-44,CRIMINAL DAMAGE,38
2016,902003,25-44,CRIMINAL DAMAGE,27
2018,902003,25-44,CRIMINAL DAMAGE,1
2015,902003,25-44,CRIMINAL TRESPASS,12
2016,902003,25-44,CRIMINAL TRESPASS,6
2015,902003,25-44,DECEPTIVE PRACTICE,24
2016,902003,25-44,DECEPTIVE PRACTICE,22
2015,902003,25-44,INTERFERENCE WITH PUBLIC OFFICER,2
2016,902003,25-44,INTIMIDATION,1
2015,902003,25-44,MOTOR VEHICLE THEFT,11
2016,902003,25-44,MOTOR VEHICLE THEFT,12
2015,902003,25-44,NARCOTICS,19
2016,902003,25-44,NARCOTICS,5
2015,902003,25-44,OFFENSE INVOLVING CHILDREN,1
2016,902003,25-44,OFFENSE INVOLVING CHILDREN,4
2015,902003,25-44,OTHER OFFENSE,16
2016,902003,25-44,OTHER OFFENSE,11
2015,902003,25-44,PROSTITUTION,1
2015,902003,25-44,PUBLIC PEACE VIOLATION,7
2016,902003,25-44,PUBLIC PEACE VIOLATION,1
2015,902003,25-44,ROBBERY,7
2016,902003,25-44,ROBBERY,3
2015,902003,25-44,SEX OFFENSE,1
2015,902003,25-44,THEFT,80
2016,902003,25-44,THEFT,35
2015,902003,25-44,WEAPONS VIOLATION,2
2015,902004,25-44,ASSAULT,3
2016,902004,25-44,ASSAULT,3
2015,902004,25-44,BATTERY,16
2016,902004,25-44,BATTERY,15
2018,902004,25-44,BATTERY,1
2015,902004,25-44,BURGLARY,6
2016,902004,25-44,BURGLARY,7
2016,902004,25-44,CRIM SEXUAL ASSAULT,1
2015,902004,25-44,CRIMINAL DAMAGE,12
2016,902004,25-44,CRIMINAL DAMAGE,9
2015,902004,25-44,CRIMINAL TRESPASS,3
2016,902004,25-44,CRIMINAL TRESPASS,2
2015,902004,25-44,DECEPTIVE PRACTICE,12
2016,902004,25-44,DECEPTIVE PRACTICE,4
2015,902004,25-44,MOTOR VEHICLE THEFT,3
2016,902004,25-44,MOTOR VEHICLE THEFT,2
2015,902004,25-44,NARCOTICS,3
2015,902004,25-44,OFFENSE INVOLVING CHILDREN,1
2014,902004,25-44,OTHER OFFENSE,1
2015,902004,25-44,OTHER OFFENSE,5
2016,902004,25-44,OTHER OFFENSE,3
2016,902004,25-44,ROBBERY,1
2015,902004,25-44,THEFT,15
2016,902004,25-44,THEFT,21
2016,902005,45-64,ASSAULT,1
2016,902005,45-64,BATTERY,2
2015,902005,45-64,BURGLARY,2
2016,902005,45-64,BURGLARY,1
2015,902005,45-64,CRIMINAL DAMAGE,4
2016,902005,45-64,CRIMINAL DAMAGE,3
2015,902005,45-64,DECEPTIVE PRACTICE,1
2015,902005,45-64,MOTOR VEHICLE THEFT,1
2016,902005,45-64,PUBLIC PEACE VIOLATION,1
2015,902005,45-64,THEFT,2
2015,903001,45-64,ASSAULT,6
2016,903001,45-64,ASSAULT,2
2015,903001,45-64,BATTERY,19
2016,903001,45-64,BATTERY,4
2015,903001,45-64,BURGLARY,6
2016,903001,45-64,BURGLARY,5
2016,903001,45-64,CRIM SEXUAL ASSAULT,1
2015,903001,45-64,CRIMINAL DAMAGE,25
2016,903001,45-64,CRIMINAL DAMAGE,11
2015,903001,45-64,CRIMINAL TRESPASS,4
2016,903001,45-64,CRIMINAL TRESPASS,1
2001,903001,45-64,DECEPTIVE PRACTICE,1
2015,903001,45-64,DECEPTIVE PRACTICE,10
2016,903001,45-64,DECEPTIVE PRACTICE,8
2015,903001,45-64,LIQUOR LAW VIOLATION,1
2015,903001,45-64,MOTOR VEHICLE THEFT,3
2016,903001,45-64,MOTOR VEHICLE THEFT,1
2015,903001,45-64,NARCOTICS,6
2016,903001,45-64,NARCOTICS,1
2015,903001,45-64,OFFENSE INVOLVING CHILDREN,4
2016,903001,45-64,OFFENSE INVOLVING CHILDREN,1
2015,903001,45-64,OTHER OFFENSE,10
2016,903001,45-64,OTHER OFFENSE,7
2015,903001,45-64,PUBLIC PEACE VIOLATION,2
2015,903001,45-64,ROBBERY,7
2016,903001,45-64,ROBBERY,1
2015,903001,45-64,SEX OFFENSE,4
2015,903001,45-64,THEFT,33
2016,903001,45-64,THEFT,8
2015,903001,45-64,WEAPONS VIOLATION,2
2016,903001,45-64,WEAPONS VIOLATION,1
2015,1001001,25-44,ROBBERY,1
2015,1001002,25-44,ASSAULT,1
2015,1001002,25-44,BATTERY,1
2016,1001002,25-44,BATTERY,1
2015,1001002,25-44,BURGLARY,4
2016,1001002,25-44,BURGLARY,2
2015,1001002,25-44,CRIMINAL DAMAGE,5
2015,1001002,25-44,CRIMINAL TRESPASS,2
2015,1001002,25-44,DECEPTIVE PRACTICE,1
2016,1001002,25-44,DECEPTIVE PRACTICE,1
2015,1001002,25-44,MOTOR VEHICLE THEFT,1
2016,1001002,25-44,OTHER OFFENSE,1
2015,1001002,25-44,THEFT,7
2016,1001002,25-44,THEFT,1
2015,1001005,45-64,ASSAULT,15
2016,1001005,45-64,ASSAULT,15
2015,1001005,45-64,BATTERY,62
2016,1001005,45-64,BATTERY,36
2015,1001005,45-64,BURGLARY,16
2016,1001005,45-64,BURGLARY,9
2016,1001005,45-64,CRIM SEXUAL ASSAULT,3
2015,1001005,45-64,CRIMINAL DAMAGE,24
2016,1001005,45-64,CRIMINAL DAMAGE,23
2015,1001005,45-64,CRIMINAL TRESPASS,8
2016,1001005,45-64,CRIMINAL TRESPASS,7
2014,1001005,45-64,DECEPTIVE PRACTICE,1
2015,1001005,45-64,DECEPTIVE PRACTICE,17
2016,1001005,45-64,DECEPTIVE PRACTICE,10
2015,1001005,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2016,1001005,45-64,KIDNAPPING,1
2015,1001005,45-64,MOTOR VEHICLE THEFT,9
2016,1001005,45-64,MOTOR VEHICLE THEFT,5
2018,1001005,45-64,MOTOR VEHICLE THEFT,1
2015,1001005,45-64,NARCOTICS,12
2016,1001005,45-64,NARCOTICS,11
2015,1001005,45-64,OFFENSE INVOLVING CHILDREN,1
2016,1001005,45-64,OFFENSE INVOLVING CHILDREN,1
2015,1001005,45-64,OTHER OFFENSE,16
2016,1001005,45-64,OTHER OFFENSE,15
2015,1001005,45-64,PROSTITUTION,1
2015,1001005,45-64,PUBLIC PEACE VIOLATION,1
2015,1001005,45-64,ROBBERY,7
2016,1001005,45-64,ROBBERY,5
2015,1001005,45-64,SEX OFFENSE,3
2015,1001005,45-64,THEFT,58
2016,1001005,45-64,THEFT,25
2015,1001005,45-64,WEAPONS VIOLATION,1
2016,1001005,45-64,WEAPONS VIOLATION,1
2015,1002002,45-64,BATTERY,1
2016,1002002,45-64,CRIMINAL DAMAGE,1
2015,1002002,45-64,DECEPTIVE PRACTICE,1
2015,1002002,45-64,MOTOR VEHICLE THEFT,1
2015,1002002,45-64,OTHER OFFENSE,1
2015,1002003,25-44,ASSAULT,39
2016,1002003,25-44,ASSAULT,8
2015,1002003,25-44,BATTERY,88
2016,1002003,25-44,BATTERY,49
2015,1002003,25-44,BURGLARY,42
2016,1002003,25-44,BURGLARY,24
2015,1002003,25-44,CRIM SEXUAL ASSAULT,4
2016,1002003,25-44,CRIM SEXUAL ASSAULT,1
2015,1002003,25-44,CRIMINAL DAMAGE,73
2016,1002003,25-44,CRIMINAL DAMAGE,36
2018,1002003,25-44,CRIMINAL DAMAGE,2
2015,1002003,25-44,CRIMINAL TRESPASS,4
2016,1002003,25-44,CRIMINAL TRESPASS,8
2014,1002003,25-44,DECEPTIVE PRACTICE,2
2015,1002003,25-44,DECEPTIVE PRACTICE,37
2016,1002003,25-44,DECEPTIVE PRACTICE,21
2015,1002003,25-44,INTERFERENCE WITH PUBLIC OFFICER,1
2015,1002003,25-44,LIQUOR LAW VIOLATION,1
2015,1002003,25-44,MOTOR VEHICLE THEFT,22
2016,1002003,25-44,MOTOR VEHICLE THEFT,13
2015,1002003,25-44,NARCOTICS,15
2016,1002003,25-44,NARCOTICS,13
2015,1002003,25-44,OFFENSE INVOLVING CHILDREN,8
2016,1002003,25-44,OFFENSE INVOLVING CHILDREN,3
2015,1002003,25-44,OTHER OFFENSE,35
2016,1002003,25-44,OTHER OFFENSE,20
2018,1002003,25-44,OTHER OFFENSE,1
2016,1002003,25-44,PUBLIC PEACE VIOLATION,1
2015,1002003,25-44,ROBBERY,11
2016,1002003,25-44,ROBBERY,8
2015,1002003,25-44,SEX OFFENSE,3
2016,1002003,25-44,SEX OFFENSE,3
2014,1002003,25-44,THEFT,1
2015,1002003,25-44,THEFT,135
2016,1002003,25-44,THEFT,71
2015,1002003,25-44,WEAPONS VIOLATION,3
2016,1002003,25-44,WEAPONS VIOLATION,2
2015,1002004,25-44,BURGLARY,1
2016,1002004,25-44,CRIMINAL TRESPASS,1
2015,1002004,25-44,DECEPTIVE PRACTICE,1
2015,1002004,25-44,NARCOTICS,1
2015,1002004,25-44,OFFENSE INVOLVING CHILDREN,1
2015,1002004,25-44,THEFT,3
2016,1002004,25-44,THEFT,3
2015,1002005,45-64,ARSON,1
2015,1002005,45-64,ASSAULT,45
2016,1002005,45-64,ASSAULT,30
2015,1002005,45-64,BATTERY,113
2016,1002005,45-64,BATTERY,69
2015,1002005,45-64,BURGLARY,42
2016,1002005,45-64,BURGLARY,17
2015,1002005,45-64,CRIM SEXUAL ASSAULT,5
2016,1002005,45-64,CRIM SEXUAL ASSAULT,1
2015,1002005,45-64,CRIMINAL DAMAGE,84
2016,1002005,45-64,CRIMINAL DAMAGE,53
2015,1002005,45-64,CRIMINAL TRESPASS,19
2016,1002005,45-64,CRIMINAL TRESPASS,17
2018,1002005,45-64,CRIMINAL TRESPASS,1
2014,1002005,45-64,DECEPTIVE PRACTICE,1
2015,1002005,45-64,DECEPTIVE PRACTICE,42
2016,1002005,45-64,DECEPTIVE PRACTICE,39
2015,1002005,45-64,GAMBLING,1
2015,1002005,45-64,INTERFERENCE WITH PUBLIC OFFICER,3
2015,1002005,45-64,LIQUOR LAW VIOLATION,1
2016,1002005,45-64,LIQUOR LAW VIOLATION,2
2015,1002005,45-64,MOTOR VEHICLE THEFT,16
2016,1002005,45-64,MOTOR VEHICLE THEFT,22
2018,1002005,45-64,MOTOR VEHICLE THEFT,1
2015,1002005,45-64,NARCOTICS,20
2016,1002005,45-64,NARCOTICS,5
2015,1002005,45-64,OFFENSE INVOLVING CHILDREN,5
2015,1002005,45-64,OTHER OFFENSE,58
2016,1002005,45-64,OTHER OFFENSE,22
2015,1002005,45-64,PUBLIC PEACE VIOLATION,3
2015,1002005,45-64,ROBBERY,14
2016,1002005,45-64,ROBBERY,16
2015,1002005,45-64,SEX OFFENSE,3
2015,1002005,45-64,THEFT,178
2016,1002005,45-64,THEFT,103
2018,1002005,45-64,THEFT,2
2015,1002005,45-64,WEAPONS VIOLATION,6
2016,1002005,45-64,WEAPONS VIOLATION,4
2015,1002006,45-64,ASSAULT,1
2016,1002006,45-64,ASSAULT,2
2015,1002006,45-64,BATTERY,11
2016,1002006,45-64,BATTERY,6
2015,1002006,45-64,BURGLARY,3
2016,1002006,45-64,BURGLARY,1
2015,1002006,45-64,CRIMINAL DAMAGE,6
2016,1002006,45-64,CRIMINAL DAMAGE,4
2015,1002006,45-64,CRIMINAL TRESPASS,5
2016,1002006,45-64,CRIMINAL TRESPASS,3
2015,1002006,45-64,DECEPTIVE PRACTICE,5
2016,1002006,45-64,DECEPTIVE PRACTICE,2
2015,1002006,45-64,MOTOR VEHICLE THEFT,2
2015,1002006,45-64,NARCOTICS,3
2015,1002006,45-64,OFFENSE INVOLVING CHILDREN,1
2015,1002006,45-64,OTHER OFFENSE,1
2015,1002006,45-64,ROBBERY,3
2016,1002006,45-64,ROBBERY,2
2015,1002006,45-64,THEFT,22
2016,1002006,45-64,THEFT,12
2015,1003001,45-64,ARSON,1
2015,1003001,45-64,ASSAULT,63
2016,1003001,45-64,ASSAULT,26
2015,1003001,45-64,BATTERY,138
2016,1003001,45-64,BATTERY,60
2018,1003001,45-64,BATTERY,1
2015,1003001,45-64,BURGLARY,49
2016,1003001,45-64,BURGLARY,27
2015,1003001,45-64,CRIM SEXUAL ASSAULT,4
2016,1003001,45-64,CRIM SEXUAL ASSAULT,4
2015,1003001,45-64,CRIMINAL DAMAGE,96
2016,1003001,45-64,CRIMINAL DAMAGE,41
2015,1003001,45-64,CRIMINAL TRESPASS,17
2016,1003001,45-64,CRIMINAL TRESPASS,8
2001,1003001,45-64,DECEPTIVE PRACTICE,1
2015,1003001,45-64,DECEPTIVE PRACTICE,70
2016,1003001,45-64,DECEPTIVE PRACTICE,36
2015,1003001,45-64,HOMICIDE,1
2015,1003001,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,1003001,45-64,INTIMIDATION,1
2016,1003001,45-64,INTIMIDATION,1
2015,1003001,45-64,KIDNAPPING,1
2016,1003001,45-64,KIDNAPPING,3
2015,1003001,45-64,LIQUOR LAW VIOLATION,1
2016,1003001,45-64,LIQUOR LAW VIOLATION,1
2015,1003001,45-64,MOTOR VEHICLE THEFT,33
2016,1003001,45-64,MOTOR VEHICLE THEFT,30
2015,1003001,45-64,NARCOTICS,20
2016,1003001,45-64,NARCOTICS,14
2015,1003001,45-64,OFFENSE INVOLVING CHILDREN,15
2016,1003001,45-64,OFFENSE INVOLVING CHILDREN,2
2015,1003001,45-64,OTHER OFFENSE,68
2016,1003001,45-64,OTHER OFFENSE,30
2015,1003001,45-64,PROSTITUTION,1
2015,1003001,45-64,PUBLIC PEACE VIOLATION,9
2016,1003001,45-64,PUBLIC PEACE VIOLATION,3
2015,1003001,45-64,ROBBERY,15
2016,1003001,45-64,ROBBERY,14
2015,1003001,45-64,SEX OFFENSE,2
2016,1003001,45-64,SEX OFFENSE,2
2015,1003001,45-64,STALKING,2
2016,1003001,45-64,STALKING,1
2015,1003001,45-64,THEFT,167
2016,1003001,45-64,THEFT,76
2015,1003001,45-64,WEAPONS VIOLATION,6
2015,1003002,45-64,ASSAULT,1
2016,1003002,45-64,ASSAULT,1
2015,1003002,45-64,BATTERY,3
2015,1003002,45-64,CRIMINAL DAMAGE,4
2016,1003002,45-64,CRIMINAL DAMAGE,3
2015,1003002,45-64,DECEPTIVE PRACTICE,2
2015,1003002,45-64,MOTOR VEHICLE THEFT,2
2015,1003002,45-64,OFFENSE INVOLVING CHILDREN,1
2015,1003002,45-64,OTHER OFFENSE,2
2015,1003002,45-64,THEFT,3
2015,1003003,45-64,ASSAULT,2
2016,1003003,45-64,BATTERY,1
2015,1003003,45-64,BURGLARY,1
